lineage	KENYA_30_SAMPLE_POOL_20M.bracken	KENYA_30_SAMPLE_POOL_50M.bracken	KENYA_30_SAMPLE_POOL.bracken	KENYA_POP_POOL_20M.bracken	KENYA_POP_POOL_50M.bracken	UK_30_SAMPLE_POOL_20M.bracken	UK_30_SAMPLE_POOL_50M.bracken	UK_30_SAMPLE_POOL.bracken	UK_POP_POOL_20M.bracken	UK_POP_POOL_50M.bracken
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Bordetella;s__Bordetella bronchialis	10	27	135	21	37	12	26	94	26	52
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Bordetella;s__Bordetella genomosp. 8	10	28	105	10	33	9	36	126	14	42
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Bordetella;s__Bordetella holmesii	9	11	60	6	25	7	21	78	6	22
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Bordetella;s__Bordetella flabilis	9	17	70	9	34	17	35	106	18	61
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Bordetella;s__Bordetella genomosp. 9	8	17	76	8	18	24	52	182	26	54
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Bordetella;s__Bordetella pseudohinzii	7	20	86	6	18	14	23	69	11	38
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Bordetella;s__Bordetella pertussis	7	24	77	11	3	5	14	57	23	28
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Bordetella;s__Bordetella genomosp. 6	2	2	6	0	1	2	18	27	5	23
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Achromobacter;s__Achromobacter xylosoxidans	90	222	834	94	195	124	264	881	131	323
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Achromobacter;s__Achromobacter sp. AONIH1	31	56	276	13	33	16	34	122	17	43
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Achromobacter;s__Achromobacter sp. MFA1 R4	5	13	38	10	13	8	27	94	20	51
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Achromobacter;s__Achromobacter sp. ES-001	4	9	35	17	32	8	12	89	17	45
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Achromobacter;s__Achromobacter denitrificans	32	49	206	28	81	34	78	303	49	122
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Achromobacter;s__Achromobacter spanius	34	97	370	47	99	43	99	348	71	220
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Achromobacter;s__Achromobacter deleyi	20	29	131	19	50	29	83	270	51	142
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Achromobacter;s__Achromobacter insolitus	10	21	92	8	22	22	47	183	25	60
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Achromobacter;s__Achromobacter ruhlandii	60	71	330	0	56	0	71	263	42	53
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Achromobacter;s__Achromobacter pestifer	7	9	57	9	23	6	23	68	37	63
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Alcaligenes;s__Alcaligenes faecalis	78	160	697	72	133	36	127	400	73	150
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Alcaligenes;s__Alcaligenes aquatilis	73	202	729	28	94	18	38	136	11	40
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Alcaligenes;s__Alcaligenes sp. SORT26	3	8	30	6	15	6	10	40	3	15
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Alcaligenes;s__Alcaligenes sp. 1735tsa3	6	38	113	5	4	0	11	15	3	10
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Alcaligenes;s__Alcaligenes ammonioxydans	8	9	60	0	0	6	0	44	22	39
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Kerstersia;s__Kerstersia gyiorum	57	134	509	23	62	13	20	91	17	35
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Orrella;s__Orrella marina	29	69	285	34	74	21	44	179	15	44
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Orrella;s__Orrella dioscoreae	13	53	164	18	53	8	46	173	41	80
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Orrella;s__Orrella daihaiensis	8	15	64	7	11	3	14	39	7	20
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Pollutimonas;s__Pollutimonas sp. M17	17	44	160	7	33	11	43	133	13	25
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Pusillimonas;s__Pusillimonas sp. DMV24BSW_D	9	27	80	7	20	7	24	68	18	42
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Pusillimonas;s__Pusillimonas sp. T7-7	6	11	53	3	9	8	24	81	18	46
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Pollutimonas;s__Pollutimonas thiosulfatoxidans	12	28	89	13	36	8	22	73	10	26
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Pigmentiphaga;s__Pigmentiphaga aceris	19	21	113	21	35	17	33	131	24	61
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Pigmentiphaga;s__Pigmentiphaga sp. H8	10	32	116	24	51	14	52	177	22	57
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Taylorella;s__Taylorella equigenitalis	12	31	102	15	33	27	26	116	14	39
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Taylorella;s__Taylorella asinigenitalis	4	22	55	6	13	5	15	49	3	13
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Castellaniella;s__Castellaniella defragrans	12	20	93	11	49	22	41	137	24	38
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Paenalcaligenes;s__Paenalcaligenes faecalis	7	23	74	7	33	7	23	63	7	18
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Paenalcaligenes;s__Paenalcaligenes hominis	4	5	27	5	16	4	5	20	3	12
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Paralcaligenes;s__Paralcaligenes sp. KSB-10	13	33	121	16	61	25	54	215	35	90
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Advenella;s__Advenella mimigardefordensis	5	15	46	12	28	7	15	55	14	43
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Advenella;s__Advenella kashmirensis	2	12	54	8	16	6	10	43	11	28
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Advenella;s__Advenella sp. S44	2	1	4	0	0	0	0	1	0	0
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Oligella;s__Oligella ureolytica	6	39	83	15	57	15	32	96	25	67
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Oligella;s__Oligella urethralis	2	15	62	16	33	2	8	37	461	1196
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Basilea;s__Basilea psittacipulmonis	7	17	77	13	35	8	13	61	3	9
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Pelistega;s__Pelistega ratti	6	16	44	24	59	17	42	168	21	53
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Massilia;s__Massilia sp. HC52	27	50	214	23	101	21	69	220	37	82
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Massilia;s__Massilia sp. WG5	27	42	184	18	62	57	101	402	52	112
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Massilia;s__Massilia sp. YMA4	15	30	129	19	37	10	22	121	25	58
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Massilia;s__Massilia endophytica	9	32	140	23	51	17	67	196	31	61
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Massilia;s__Massilia litorea	9	17	105	28	58	23	59	222	31	76
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Massilia;s__Massilia sp. PAMC28688	8	18	73	16	26	8	40	136	16	39
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Massilia;s__Massilia sp. H6	7	19	81	16	43	7	14	69	17	33
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Massilia;s__Massilia sp. erpn	6	17	53	5	13	7	25	89	15	34
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Massilia;s__Massilia sp. NP310	5	19	72	8	47	7	31	113	33	60
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Massilia;s__Massilia sp. MB5	8	16	58	0	10	14	37	61	0	35
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Massilia;s__Massilia putida	28	42	175	26	69	29	70	243	33	87
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Massilia;s__Massilia violaceinigra	17	42	161	32	83	25	79	253	47	134
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Massilia;s__Massilia varians	13	38	122	38	99	13	45	171	32	91
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Massilia;s__Massilia forsythiae	11	36	147	10	43	22	43	141	22	68
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Massilia;s__Massilia antarctica	8	21	76	8	27	9	23	96	22	59
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Massilia;s__Massilia oculi	4	26	77	5	24	10	40	110	22	47
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Pseudoduganella;s__Pseudoduganella flava	18	37	144	17	39	13	48	172	41	84
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Pseudoduganella;s__Pseudoduganella umbonata	11	36	102	13	41	18	36	131	20	69
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Pseudoduganella;s__Pseudoduganella armeniaca	15	42	170	26	51	26	56	229	29	82
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Pseudoduganella;s__Pseudoduganella plicata	8	27	114	9	39	16	44	128	19	52
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Pseudoduganella;s__Pseudoduganella lutea	8	24	97	15	44	16	46	150	13	50
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Pseudoduganella;s__Pseudoduganella albidiflava	12	34	124	15	43	15	39	138	23	72
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Pseudoduganella;s__Pseudoduganella sp. SL102	10	22	93	10	21	9	6	60	23	31
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Duganella;s__Duganella dendranthematis	14	41	138	21	67	46	138	432	44	109
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Oxalobacter;s__Oxalobacter aliiformigenes	120	311	1116	124	332	139	335	1219	143	383
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Oxalobacter;s__Oxalobacter formigenes	10	22	84	20	43	20	61	229	184	402
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Oxalobacter;s__Oxalobacter vibrioformis	5	17	67	15	38	13	36	119	14	45
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Herbaspirillum;s__Herbaspirillum seropedicae	18	58	163	18	50	19	71	231	42	88
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Herbaspirillum;s__Herbaspirillum frisingense	17	40	165	10	32	13	42	136	31	79
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Herbaspirillum;s__Herbaspirillum rubrisubalbicans	15	41	133	12	49	19	52	187	40	104
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Herbaspirillum;s__Herbaspirillum huttiense	16	31	130	28	54	26	69	199	28	63
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Herbaspirillum;s__Herbaspirillum sp. WKF16	8	26	86	4	24	21	40	126	23	29
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Herbaspirillum;s__Herbaspirillum sp. meg3	7	20	83	10	24	4	19	60	12	30
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Herbaspirillum;s__Herbaspirillum robiniae	10	22	84	9	24	6	23	96	24	57
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Herbaspirillum;s__Herbaspirillum hiltneri	5	10	77	5	31	15	22	94	37	68
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Janthinobacterium;s__Janthinobacterium sp. 17J80-10	8	23	95	7	32	20	31	85	10	31
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Janthinobacterium;s__Janthinobacterium sp. B9-8	7	16	63	7	22	3	14	38	17	22
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Janthinobacterium;s__Janthinobacterium sp. Marseille	4	19	44	10	18	7	7	49	3	12
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Janthinobacterium;s__Janthinobacterium sp. 1_2014MBL_MicDiv	4	7	40	9	22	7	27	80	21	52
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Janthinobacterium;s__Janthinobacterium sp. LM6	5	21	50	8	22	1	6	23	5	24
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Janthinobacterium;s__Janthinobacterium sp. PAMC25594	4	17	53	18	37	7	24	68	8	26
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Janthinobacterium;s__Janthinobacterium sp. HH102	5	2	35	2	12	8	23	99	7	30
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Janthinobacterium;s__Janthinobacterium sp.	1	0	3	0	0	1	0	4	0	0
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Janthinobacterium;s__Janthinobacterium agaricidamnosum	4	31	126	25	42	17	40	188	32	98
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Janthinobacterium;s__Janthinobacterium rivuli	7	9	43	4	13	11	15	58	15	45
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Janthinobacterium;s__Janthinobacterium svalbardensis	4	13	32	0	16	14	29	72	12	27
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Janthinobacterium;s__Janthinobacterium tructae	4	7	31	4	15	8	16	83	27	56
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Janthinobacterium;s__Janthinobacterium lividum	8	31	113	3	22	7	45	120	31	60
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Collimonas;s__Collimonas pratensis	23	36	133	5	26	20	41	128	15	53
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Collimonas;s__Collimonas arenae	17	35	123	13	45	13	31	118	22	50
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Collimonas;s__Collimonas fungivorans	7	34	135	18	41	21	37	159	22	62
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Undibacterium;s__Undibacterium sp. KW1	8	15	47	16	11	5	8	31	10	22
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Undibacterium;s__Undibacterium sp. YM2	4	24	75	7	20	8	22	95	12	36
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Undibacterium;s__Undibacterium parvum	10	21	79	11	35	12	29	94	20	34
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Telluria;s__Telluria mixta	13	23	138	17	50	18	51	191	25	71
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Pseudoduganella;s__Pseudoduganella chitinolytica	8	27	86	7	33	12	26	101	19	40
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Rugamonas;s__Rugamonas sp. DEMB1	12	29	155	20	56	27	60	248	33	91
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Noviherbaspirillum;s__Noviherbaspirillum sp. UKPF54	8	32	97	18	40	8	24	78	32	73
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Herminiimonas;s__Herminiimonas arsenitoxidans	4	17	42	2	6	11	18	74	6	27
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Glaciimonas;s__Glaciimonas sp. PAMC28666	2	7	31	6	28	7	14	53	6	22
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Sphaerotilaceae;g__Ideonella;s__Ideonella dechloratans	57	126	464	21	52	18	62	148	26	64
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Sphaerotilaceae;g__Caldimonas;s__Caldimonas thermodepolymerans	28	61	252	20	58	23	48	181	21	56
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Sphaerotilaceae;g__Caldimonas;s__Caldimonas brevitalea	13	22	113	22	49	22	51	174	17	64
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Sphaerotilaceae;g__Caldimonas;s__Schlegelella aquatica	6	12	46	16	33	12	29	125	20	43
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Sphaerotilaceae;g__Roseateles;s__Roseateles sp. SL47	17	25	107	21	51	20	38	124	20	48
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Sphaerotilaceae;g__Roseateles;s__Roseateles amylovorans	8	28	88	12	37	20	51	155	23	55
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Sphaerotilaceae;g__Roseateles;s__Roseateles depolymerans	6	25	105	15	40	30	86	302	42	73
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Sphaerotilaceae;g__Rubrivivax;s__Rubrivivax gelatinosus	30	80	268	23	69	54	102	424	48	119
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Sphaerotilaceae;g__Sphaerotilus;s__Sphaerotilus sp. FB-5	18	30	121	13	46	37	75	270	37	78
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Sphaerotilaceae;g__Sphaerotilus;s__Sphaerotilus sulfidivorans	8	19	106	7	25	12	40	131	35	62
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Sphaerotilaceae;g__Aquincola;s__Aquincola tertiaricarbonis	22	45	191	31	59	32	74	243	42	124
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Sphaerotilaceae;g__Piscinibacter;s__Piscinibacter sp. XHJ-5	18	49	156	36	73	20	50	160	23	59
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Sphaerotilaceae;g__Roseateles;s__Mitsuaria sp. 7	14	51	151	18	44	21	52	173	24	77
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Sphaerotilaceae;g__Methylibium;s__Methylibium petroleiphilum	8	26	98	13	19	6	23	70	13	33
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Sphaerotilaceae;g__Methylibium;s__Methylibium sp. Pch-M	4	16	44	3	12	7	11	42	11	15
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Sphaerotilaceae;g__Leptothrix;s__Leptothrix cholodnii	11	29	97	15	38	23	53	166	19	49
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Sphaerotilaceae;g__Inhella;s__Inhella inkyongensis	8	17	57	7	26	6	20	72	11	33
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__;g__Thiomonas;s__Thiomonas sp. X19	14	46	158	21	38	14	44	112	20	40
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__;g__Thiomonas;s__Thiomonas intermedia	10	23	90	12	31	11	32	115	18	35
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__;g__Thiomonas;s__Thiomonas arsenitoxydans	17	30	107	15	56	17	42	111	13	38
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Sphaerotilaceae;g__Piscinibacter;s__Piscinibacter gummiphilus	15	42	146	19	40	18	38	119	25	58
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__;g__Rhizobacter;s__Rhizobacter sp. AJA081-3	15	33	122	23	45	32	88	244	30	57
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__;g__Aquabacterium;s__Aquabacterium sp. J223	9	32	103	12	36	22	47	168	16	42
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__;g__Aquabacterium;s__Aquabacterium olei	6	30	78	11	23	18	52	163	19	64
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__;g__Tepidimonas;s__Tepidimonas taiwanensis	12	33	121	19	41	16	63	172	10	56
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__;g__Xylophilus;s__Xylophilus rhododendri	8	23	87	12	37	26	46	131	25	73
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Sphaerotilaceae;g__Roseateles;s__Paucibacter sp. KCTC 42545	8	29	92	12	35	10	33	138	12	45
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__;g__Ichthyocystis;s__Candidatus Ichthyocystis hellenicum	1	7	18	4	6	2	5	29	6	7
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__Neisseria subflava	878	2088	7758	436	1100	15	37	132	34	66
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__Neisseria sp. RH3002v2g	221	536	1918	98	207	8	10	53	7	29
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__Neisseria sp. Marseille-Q6792	101	242	902	391	1029	50	123	489	155	294
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__Neisseria sp. Marseille-Q5346	81	204	770	50	117	1	4	19	3	5
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__Neisseria sp. KEM232	11	33	144	18	51	12	17	84	14	38
